id,key,value,type 
19522712,tlid,26748160,tiger
19522712,county,"Lewis, TN",tiger
19522712,source,tiger_import_dch_v0.6_20070829,tiger
19522712,reviewed,no,tiger
19522712,separated,no,tiger
19522712,upload_uuid,bulk_upload.pl-e5cb9c8e-962d-4c23-a114-d85f701f12b8,tiger
19523211,highway,residential,regular
19523211,cfcc,A41,tiger
19523211,tlid,26749820,tiger
19523211,county,"Lewis, TN",tiger
19523211,source,tiger_import_dch_v0.6_20070829,tiger
19523211,reviewed,no,tiger
19523211,separated,no,tiger
19523211,upload_uuid,bulk_upload.pl-e5cb9c8e-962d-4c23-a114-d85f701f12b8,tiger
19523713,highway,residential,regular
19523713,cfcc,A41,tiger
19523713,tlid,26750832,tiger
19523713,county,"Lewis, TN",tiger
19523713,source,tiger_import_dch_v0.6_20070829,tiger
19523713,reviewed,no,tiger
19523713,separated,no,tiger
19523713,upload_uuid,bulk_upload.pl-e5cb9c8e-962d-4c23-a114-d85f701f12b8,tiger
19524169,highway,unclassified,regular
19524169,name,Peters Road,regular
19524169,cfcc,A41,tiger
19524169,county,"Lewis, TN",tiger
19524169,name_base,Peters,tiger
19524169,name_type,Rd,tiger
19524169,reviewed,no,tiger
19524169,zip_left,38483,tiger
19524169,zip_left_1,38483,tiger
19524169,zip_left_2,38462,tiger
19524169,zip_right,38483,tiger
19524697,name,Deer View Lane,regular
19524697,highway,residential,regular
19524697,cfcc,A41,tiger
19524697,county,"Lewis, TN",tiger
19524697,reviewed,no,tiger
19524697,zip_left,38462,tiger
19524697,name_base,Deer View,tiger
19524697,name_type,Ln,tiger
19524697,zip_right,38462,tiger
19525123,name,Garden Place,regular
19525123,highway,residential,regular
19525123,cfcc,A41,tiger
19525123,county,"Lewis, TN",tiger
19525123,reviewed,no,tiger
19525123,zip_left,38462,tiger
19525123,name_base,Garden,tiger
19525123,name_type,Pl,tiger
19525123,zip_right,38462,tiger
19525653,name,Deer Run Road,regular
19525653,highway,residential,regular
19525653,cfcc,A41,tiger
19525653,county,"Lewis, TN",tiger
19525653,reviewed,no,tiger
19525653,zip_left,38483,tiger
19525653,name_base,Deer Run,tiger
19525653,name_type,Rd,tiger
19525653,zip_right,38483,tiger
19526065,name,Jesse Englett Road,regular
19526065,highway,residential,regular
19526065,cfcc,A41,tiger
19526065,county,"Lewis, TN",tiger
19526065,reviewed,no,tiger
19526065,zip_left,38462,tiger
19526065,name_base,Jesse Englett,tiger
19526065,name_type,Rd,tiger
19526065,zip_right,38462,tiger
19526647,highway,tertiary,regular
19526647,name,Napier Road,regular
19526647,cfcc,A41,tiger
19526647,county,"Lewis, TN",tiger
19526647,name_base,Napier,tiger
19526647,name_type,Rd,tiger
19526647,reviewed,no,tiger
19527231,highway,service,regular
19527231,name,Edwards Road,regular
19527231,cfcc,A41,tiger
19527231,county,"Lewis, TN",tiger
19527231,name_base,Edwards,tiger
19527231,name_type,Rd,tiger
19527231,reviewed,no,tiger
19527231,zip_left,38462,tiger
19527231,zip_right,38462,tiger
19537201,name,Pumpkintown Lane,regular
19537201,highway,residential,regular
19537201,cfcc,A41,tiger
19537201,county,"Macon, TN",tiger
19537201,reviewed,no,tiger
19537201,zip_left,37083,tiger
19537201,name_base,Pumpkintown,tiger
19537201,name_type,Ln,tiger
19537201,zip_right,37083,tiger
19537789,access,private,regular
19537789,highway,service,regular
19537789,cfcc,A74,tiger
19537789,county,"Macon, TN",tiger
19537789,reviewed,no,tiger
19538155,access,private,regular
19538155,highway,service,regular
19538155,cfcc,A74,tiger
19538155,tlid,29701597,tiger
19538155,county,"Macon, TN",tiger
19538155,source,tiger_import_dch_v0.6_20070829,tiger
19538155,reviewed,no,tiger
19538155,upload_uuid,bulk_upload.pl-fbb3286c-da71-4703-b6a9-6327f900f549,tiger
19538676,name,Rodgers Lane,regular
19538676,highway,residential,regular
19538676,cfcc,A41,tiger
19538676,county,"Macon, TN",tiger
19538676,reviewed,no,tiger
19538676,zip_left,37083,tiger
19538676,name_base,Rodgers,tiger
19538676,name_type,Ln,tiger
19538676,zip_right,37083,tiger
19539273,name,Golden Oaks Drive,regular
19539273,highway,residential,regular
19539273,cfcc,A41,tiger
19539273,county,"Macon, TN",tiger
19539273,reviewed,no,tiger
19539273,zip_left,37083,tiger
19539273,name_base,Golden Oaks,tiger
19539273,name_type,Dr,tiger
19539273,zip_right,37083,tiger
19539792,name,Maxie Bluff Road,regular
19539792,highway,residential,regular
19539792,cfcc,A41,tiger
19539792,county,"Macon, TN",tiger
19539792,reviewed,no,tiger
19539792,zip_left,37150,tiger
19539792,name_base,Maxie Bluff,tiger
19539792,name_type,Rd,tiger
19539792,zip_right,37150,tiger
19540098,name,Whitaker Circle,regular
19540098,highway,residential,regular
19540098,cfcc,A41,tiger
19540098,county,"Macon, TN",tiger
19540098,reviewed,no,tiger
19540098,name_base,Whitaker,tiger
19540098,name_type,Cir,tiger
19540509,name,Holder Branch Lane,regular
19540509,highway,residential,regular
19540509,cfcc,A41,tiger
19540509,county,"Macon, TN",tiger
19540509,reviewed,no,tiger
19540509,zip_left,37074,tiger
19540509,name_base,Holder Branch,tiger
19540509,name_type,Ln,tiger
19540509,zip_right,37074,tiger
19541108,name,North College Street,regular
19541108,highway,residential,regular
19541108,cfcc,A41,tiger
19541108,county,"Macon, TN",tiger
19541108,reviewed,no,tiger
19541108,zip_left,37150,tiger
19541108,name_base,College,tiger
19541108,name_type,St,tiger
19541108,zip_left_1,37150,tiger
19541108,zip_left_2,37150,tiger
19541108,name_direction_prefix,N,tiger
19541588,name,Kemp Circle,regular
19541588,highway,residential,regular
19541588,cfcc,A41,tiger
19541588,county,"Macon, TN",tiger
19541588,reviewed,no,tiger
19541588,zip_left,37083,tiger
19541588,name_base,Kemp,tiger
19541588,name_type,Cir,tiger
19541588,zip_right,37083,tiger
19542113,name,Driver Road,regular
19542113,highway,residential,regular
19542113,cfcc,A41,tiger
19542113,county,"Macon, TN",tiger
19542113,reviewed,no,tiger
19542113,zip_left,37083,tiger
19542113,name_base,Driver,tiger
19542113,name_type,Rd,tiger
19542113,zip_right,37083,tiger
19547956,highway,residential,regular
19547956,cfcc,A41,tiger
19547956,tlid,58976755,tiger
19547956,county,"Marshall, TN",tiger
19547956,source,tiger_import_dch_v0.6_20070829,tiger
19547956,reviewed,no,tiger
19547956,separated,no,tiger
19547956,upload_uuid,bulk_upload.pl-24a0e246-3381-4eba-97a4-559d2a349294,tiger
19548544,access,private,regular
19548544,highway,service,regular
19548544,cfcc,A74,tiger
19548544,tlid,58971518,tiger
19548544,county,"Marshall, TN",tiger
19548544,source,tiger_import_dch_v0.6_20070829,tiger
19548544,reviewed,no,tiger
19548544,upload_uuid,bulk_upload.pl-24a0e246-3381-4eba-97a4-559d2a349294,tiger
19549659,access,private,regular
19549659,highway,service,regular
19549659,cfcc,A74,tiger
19549659,tlid,58978494,tiger
19549659,county,"Marshall, TN",tiger
19549659,source,tiger_import_dch_v0.6_20070829,tiger
19549659,reviewed,no,tiger
19549659,upload_uuid,bulk_upload.pl-24a0e246-3381-4eba-97a4-559d2a349294,tiger
19550362,highway,residential,regular
19550362,cfcc,A41,tiger
19550362,tlid,58972543,tiger
19550362,county,"Marshall, TN",tiger
19550362,source,tiger_import_dch_v0.6_20070829,tiger
19550362,reviewed,no,tiger
19550362,separated,no,tiger
19550362,upload_uuid,bulk_upload.pl-24a0e246-3381-4eba-97a4-559d2a349294,tiger
19551263,highway,residential,regular
19551263,cfcc,A41,tiger
19551263,tlid,58972519,tiger
19551263,county,"Marshall, TN",tiger
19551263,source,tiger_import_dch_v0.6_20070829,tiger
19551263,reviewed,no,tiger
19551263,separated,no,tiger
19551263,upload_uuid,bulk_upload.pl-24a0e246-3381-4eba-97a4-559d2a349294,tiger
19551936,highway,residential,regular
19551936,cfcc,A41,tiger
19551936,tlid,58975580,tiger
19551936,county,"Marshall, TN",tiger
19551936,source,tiger_import_dch_v0.6_20070829,tiger
19551936,reviewed,no,tiger
19551936,separated,no,tiger
19551936,upload_uuid,bulk_upload.pl-24a0e246-3381-4eba-97a4-559d2a349294,tiger
19552733,name,Hickory Road,regular
19552733,highway,residential,regular
19552733,cfcc,A41,tiger
19552733,county,"Marshall, TN",tiger
19552733,reviewed,no,tiger
19552733,name_base,Hickory,tiger
19552733,name_type,Rd,tiger
19553443,name,Whitesell Road,regular
19553443,highway,residential,regular
19553443,cfcc,A41,tiger
19553443,county,"Marshall, TN",tiger
19553443,reviewed,no,tiger
19553443,name_base,Whitesell,tiger
19553443,name_type,Rd,tiger
19554065,name,Cove Drive,regular
19554065,highway,residential,regular
19554065,cfcc,A41,tiger
19554065,county,"Marshall, TN",tiger
19554065,reviewed,no,tiger
19554065,zip_left,37091,tiger
19554065,name_base,Cove,tiger
19554065,name_type,Dr,tiger
19554065,zip_right,37091,tiger
19554644,name,Glasscock Lane,regular
19554644,highway,residential,regular
19554644,cfcc,A41,tiger
19554644,county,"Marshall, TN",tiger
19554644,reviewed,no,tiger
19554644,name_base,Glasscock,tiger
19554644,name_type,Ln,tiger
19554931,highway,residential,regular
19554931,cfcc,A41,tiger
19554931,tlid,26882300,tiger
19554931,county,"Maury, TN",tiger
19554931,source,tiger_import_dch_v0.6_20070829,tiger
19554931,reviewed,no,tiger
19554931,separated,no,tiger
19554931,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19555144,name,Manire Drive,regular
19555144,highway,residential,regular
19555144,cfcc,A41,tiger
19555144,county,"Marshall, TN",tiger
19555144,reviewed,no,tiger
19555144,name_base,Manire,tiger
19555144,name_type,Dr,tiger
19555447,name,Warner Road,regular
19555447,highway,residential,regular
19555447,cfcc,A41,tiger
19555447,county,"Marshall, TN",tiger
19555447,reviewed,no,tiger
19555447,name_base,Warner,tiger
19555447,name_type,Rd,tiger
19555756,highway,service,regular
19555756,cfcc,A41,tiger
19555756,county,"Maury, TN",tiger
19555756,reviewed,no,tiger
19555986,highway,residential,regular
19555986,cfcc,A41,tiger
19555986,tlid,26889851,tiger
19555986,county,"Maury, TN",tiger
19555986,source,tiger_import_dch_v0.6_20070829,tiger
19555986,reviewed,no,tiger
19555986,separated,no,tiger
19555986,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19556249,name,Alton Street,regular
19556249,highway,residential,regular
19556249,cfcc,A41,tiger
19556249,county,"Marshall, TN",tiger
19556249,reviewed,no,tiger
19556249,zip_left,37091,tiger
19556249,name_base,Alton,tiger
19556249,name_type,St,tiger
19556249,zip_right,37091,tiger
19556515,name,Cheeves Road,regular
19556515,highway,residential,regular
19556515,cfcc,A41,tiger
19556515,county,"Marshall, TN",tiger
19556515,reviewed,no,tiger
19556515,zip_left,37091,tiger
19556515,name_base,Cheeves,tiger
19556515,name_type,Rd,tiger
19556515,zip_right,37091,tiger
19556803,highway,residential,regular
19556803,cfcc,A41,tiger
19556803,tlid,26901348,tiger
19556803,county,"Maury, TN",tiger
19556803,source,tiger_import_dch_v0.6_20070829,tiger
19556803,reviewed,no,tiger
19556803,separated,no,tiger
19556803,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19557248,highway,residential,regular
19557248,cfcc,A41,tiger
19557248,tlid,26889385,tiger
19557248,county,"Maury, TN",tiger
19557248,source,tiger_import_dch_v0.6_20070829,tiger
19557248,reviewed,no,tiger
19557248,separated,no,tiger
19557248,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19557796,access,private,regular
19557796,highway,service,regular
19557796,cfcc,A74,tiger
19557796,tlid,26885417,tiger
19557796,county,"Maury, TN",tiger
19557796,source,tiger_import_dch_v0.6_20070829,tiger
19557796,reviewed,no,tiger
19557796,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19558047,highway,residential,regular
19558047,cfcc,A41,tiger
19558047,tlid,26885493:26885494,tiger
19558047,county,"Maury, TN",tiger
19558047,source,tiger_import_dch_v0.6_20070829,tiger
19558047,reviewed,no,tiger
19558047,separated,no,tiger
19558047,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19558295,highway,residential,regular
19558295,cfcc,A41,tiger
19558295,tlid,26876009,tiger
19558295,county,"Maury, TN",tiger
19558295,source,tiger_import_dch_v0.6_20070829,tiger
19558295,reviewed,no,tiger
19558295,separated,no,tiger
19558295,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19558570,highway,residential,regular
19558570,cfcc,A41,tiger
19558570,tlid,31818195:31818297,tiger
19558570,county,"Montgomery, TN",tiger
19558570,source,tiger_import_dch_v0.6_20070829,tiger
19558570,reviewed,no,tiger
19558570,separated,no,tiger
19558570,upload_uuid,bulk_upload.pl-57da1f58-89cf-487e-821c-e655c1bdcfb2,tiger
19558834,highway,service,regular
19558834,cfcc,A41,tiger
19558834,county,"Montgomery, TN",tiger
19558834,reviewed,yes,tiger
19559127,access,private,regular
19559127,highway,service,regular
19559127,cfcc,A74,tiger
19559127,tlid,31832165,tiger
19559127,county,"Montgomery, TN",tiger
19559127,source,tiger_import_dch_v0.6_20070829,tiger
19559127,reviewed,no,tiger
19559127,upload_uuid,bulk_upload.pl-57da1f58-89cf-487e-821c-e655c1bdcfb2,tiger
19559422,highway,residential,regular
19559422,cfcc,A41,tiger
19559422,tlid,26882486,tiger
19559422,county,"Maury, TN",tiger
19559422,source,tiger_import_dch_v0.6_20070829,tiger
19559422,reviewed,no,tiger
19559422,separated,no,tiger
19559422,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19559652,highway,residential,regular
19559652,cfcc,A41,tiger
19559652,tlid,26874300:26874299,tiger
19559652,county,"Maury, TN",tiger
19559652,source,tiger_import_dch_v0.6_20070829,tiger
19559652,reviewed,no,tiger
19559652,separated,no,tiger
19559652,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19559920,highway,residential,regular
19559920,cfcc,A41,tiger
19559920,tlid,26874365,tiger
19559920,county,"Maury, TN",tiger
19559920,source,tiger_import_dch_v0.6_20070829,tiger
19559920,reviewed,no,tiger
19559920,separated,no,tiger
19559920,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19560112,highway,residential,regular
19560112,cfcc,A41,tiger
19560112,tlid,26901608,tiger
19560112,county,"Maury, TN",tiger
19560112,source,tiger_import_dch_v0.6_20070829,tiger
19560112,reviewed,no,tiger
19560112,separated,no,tiger
19560112,upload_uuid,bulk_upload.pl-cc598032-5b88-4d3c-aa16-756ddefe5e64,tiger
19560321,highway,service,regular
19560321,service,driveway,regular
19560321,cfcc,A41,tiger
19560321,county,"Maury, TN",tiger
19560321,reviewed,no,tiger
19560532,highway,residential,regular
19560532,cfcc,A41,tiger
19560532,tlid,26875440,tiger
19560532,county,"Maury, TN",tiger
